date,ticker,transaction_type,log_price,value_in_thousands,num_shares,hour_of_day,price_lag_1,price_lag_2,owner_type,percent_change_in_shares,division,major_group
2024-08-12,AMPH,-1,3.7857792788538958,-736.54,-17101.0,0,2.556451816951096,1.0681530811834012,Director,-33.0,Manufacturing,Chemicals And Allied Products
2024-08-12,BIRD,-1,0.46373401623214006,-29.5,-50000.0,0,3.7857792788538958,2.556451816951096,"Director, 10% Owner",-100.0,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials
2024-08-12,ELAN,1,2.6397713603489157,1301.0,100000.0,0,0.46373401623214006,3.7857792788538958,"Director, PRESIDENT, CEO AND DIRECTOR",7.0,Manufacturing,Chemicals And Allied Products
2024-08-12,SEZL,-1,4.809008586244295,-3639.058,-29924.0,0,2.6397713603489157,0.46373401623214006,Former Director,-10.0,Services,Business Services
2024-08-12,HR,1,2.91180703861623,156.51,9000.0,0,4.809008586244295,2.6397713603489157,Director,68.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,S,-1,3.112181086197238,-1306.75,-60864.0,0,2.91180703861623,4.809008586244295,"Director, President, CEO",-5.0,Services,Business Services
2024-08-12,TPL,1,6.720244280296633,2.484,3.0,0,3.112181086197238,2.91180703861623,10% Owner,0.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,TPVG,1,2.0881534822818573,250.144,35381.0,0,6.720244280296633,3.112181086197238,"Director, President",15.0,-1,-1
2024-08-12,CRVL,0,4.491105229700119,26.466,300.0,0,2.0881534822818573,6.720244280296633,EVP - Risk Management Services,35.0,"Finance, Insurance, And Real Estate","Insurance Agents, Brokers, And Service"
2024-08-12,EVGO,-1,1.5260563034950492,-45.302,-12584.0,0,4.491105229700119,2.0881534822818573,Chief Legal Officer,-10.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,RGCO,1,3.039749158970765,17.91,900.0,0,1.5260563034950492,4.491105229700119,"Director, President & CEO",1.0,Transportation and Utilities,"Electric, Gas, And Sanitary Services "
2024-08-12,ALEC,-1,1.801709800081223,-53.13,-10500.0,0,3.039749158970765,1.5260563034950492,Director,-15.0,Manufacturing,Chemicals And Allied Products
2024-08-12,FRSH,0,0.0,0.0,4690.0,0,1.801709800081223,3.039749158970765,Director,13.0,Services,Business Services
2024-08-12,MVIS,0,0.0,0.0,20000.0,0,0.0,1.801709800081223,GC,12.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,FRGE,0,0.0,0.0,-18032.0,0,0.0,0.0,Chief Revenue & Growth Officer,-2.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,LCGMF,-1,0.04879016416943204,-63.85,-1277000.0,0,0.0,0.0,Former Director,-51.0,"Agriculture, Forestry, And Fishing",Metal Mining
2024-08-12,CXW,-1,2.5952547069568657,-186.0,-15000.0,0,0.04879016416943204,0.0,Chief Operating Officer,-7.0,Services,"Engineering, Accounting, Research, Management, And Related Services"
2024-08-12,AOSL,0,2.309560706730471,90.7,10000.0,0,2.5952547069568657,0.04879016416943204,CFO and Corp Secretary,3.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,FRSH,-1,2.503891949699081,-52.669,-4690.0,0,2.309560706730471,2.5952547069568657,Director,-12.0,Services,Business Services
2024-08-12,CRVL,-1,5.7066118016663605,-2421.289,-8075.0,0,2.503891949699081,2.309560706730471,Chief Information Officer,-83.0,"Finance, Insurance, And Real Estate","Insurance Agents, Brokers, And Service"
2024-08-12,ETN,-1,5.668914939327125,-96.721,-335.0,0,5.7066118016663605,2.503891949699081,See Remarks below.,-3.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-12,NYT,0,4.006787581872569,-19.051,-353.0,0,5.668914939327125,5.7066118016663605,Chief Financial Officer,-3.0,Manufacturing,"Printing, Publishing, And Allied Industries"
2024-08-12,RENB,0,0.0,0.0,-2000000.0,0,4.006787581872569,5.668914939327125,"Director, 10% Owner",-8.0,Manufacturing,Chemicals And Allied Products
2024-08-12,CBRE,-1,4.699479865458833,-360.535,-3311.0,0,0.0,4.006787581872569,Chief Financial Officer,-4.0,"Finance, Insurance, And Real Estate",Real Estate
2024-08-12,AMPH,0,3.0344721018699214,338.429,17101.0,0,4.699479865458833,0.0,Director,50.0,Manufacturing,Chemicals And Allied Products
2024-08-12,NYCB,0,0.0,0.0,9666665.0,0,3.0344721018699214,4.699479865458833,Director,36.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,NINE,-1,0.8586616190375188,-13.294,-9775.0,0,0.0,3.0344721018699214,See Remarks,-5.0,Mining,Oil And Gas Extraction
2024-08-12,TRGP,0,0.0,0.0,-1000.0,0,0.8586616190375188,0.0,Director,-1.0,Transportation and Utilities,"Electric, Gas, And Sanitary Services "
2024-08-12,SYY,0,4.3389886449823125,-79.714,-1054.0,0,0.0,0.8586616190375188,EVP and CTO,-2.0,Wholesale Trade,Wholesale Trade-non-durable Goods
2024-08-12,LBPH,0,1.5390154481375546,301.884,82482.0,0,4.3389886449823125,0.0,"Director, CEO",24.0,Manufacturing,Chemicals And Allied Products
2024-08-12,SYY,0,4.3389886449823125,-44.622,-590.0,0,1.5390154481375546,4.3389886449823125,EVP and CHRO,-3.0,Wholesale Trade,Wholesale Trade-non-durable Goods
2024-08-12,ALKT,-1,3.471034341250935,-51949.98,-1666666.0,0,4.3389886449823125,1.5390154481375546,10% Owner,-13.0,Services,Business Services
2024-08-12,NYT,-1,4.00587758089977,-986.736,-18300.0,0,3.471034341250935,4.3389886449823125,"Director, PRESIDENT & CEO",-15.0,Manufacturing,"Printing, Publishing, And Allied Industries"
2024-08-12,LEXX,1,1.4182774069729414,5.008,1600.0,0,4.00587758089977,3.471034341250935,Director,53.0,Manufacturing,Chemicals And Allied Products
2024-08-12,PAR,0,0.0,0.0,3395.0,0,1.4182774069729414,4.00587758089977,Director,7.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-12,BKNG,0,8.144403383444558,-165.266,-48.0,0,0.0,1.4182774069729414,CHIEF HUMAN RESOURCES OFFICER,-1.0,Services,Business Services
2024-08-12,FTCI,1,0.20701416938432612,48.944,212800.0,0,8.144403383444558,0.0,Director,18.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,LBPH,0,1.6770965609079151,72.501,16667.0,0,0.20701416938432612,8.144403383444558,CMO,47.0,Manufacturing,Chemicals And Allied Products
2024-08-12,WEAV,0,2.444084655267745,-7.364,-700.0,0,1.6770965609079151,0.20701416938432612,Chief Financial Officer,0.0,Services,Business Services
2024-08-12,SES,-1,0.5933268452777344,-3.464,-4276.0,0,2.444084655267745,1.6770965609079151,CHIEF LEGAL OFFICER,-1.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,GLW,-1,3.6893793291555874,-84.868,-2175.0,0,0.5933268452777344,2.444084655267745,"Senior VP & GM, Optical Comm.",-75.0,Manufacturing,Primary Metal Industries
2024-08-12,ET,1,2.8142103969306005,313.6,20000.0,0,3.6893793291555874,0.5933268452777344,"Director, Co-CEO",0.0,Transportation and Utilities,"Electric, Gas, And Sanitary Services "
2024-08-12,SYY,0,4.3389886449823125,-477.15,-6309.0,0,2.8142103969306005,3.6893793291555874,"Director, Chair and CEO",-2.0,Wholesale Trade,Wholesale Trade-non-durable Goods
2024-08-12,APLS,0,2.6979998652487085,72.034,5201.0,0,4.3389886449823125,2.8142103969306005,Chief Business & Strat Officer,9.0,Manufacturing,Chemicals And Allied Products
2024-08-12,PCRX,1,2.5726122302071057,99.994,8264.0,0,2.6979998652487085,4.3389886449823125,"Director, Chief Executive Officer",8.0,Manufacturing,Chemicals And Allied Products
2024-08-12,MLYS,0,0.5933268452777344,9.206,11365.0,0,2.5726122302071057,2.6979998652487085,Chief Medical Officer,11.0,Manufacturing,Chemicals And Allied Products
2024-08-12,HUN,1,3.0497468618602293,50.275,2500.0,0,0.5933268452777344,2.5726122302071057,"Exec VP, GC and Sec",1.0,Manufacturing,Chemicals And Allied Products
2024-08-12,RSVR,1,2.0794415416798357,2.8,400.0,0,3.0497468618602293,0.5933268452777344,Director,0.0,Services,Motion Pictures
2024-08-12,DNOW,-1,2.614471854142644,-44.31,-3500.0,0,2.0794415416798357,3.0497468618602293,See Remarks,-7.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-12,BSET,1,2.617395832834079,48.857,3847.0,0,2.614471854142644,2.0794415416798357,Director,10.0,Manufacturing,Furniture And Fixtures
2024-08-12,LLY,0,0.0,0.0,-14700.0,0,2.617395832834079,2.614471854142644,"EVP, GC & Secretary",-33.0,Manufacturing,Chemicals And Allied Products
2024-08-12,ELUT,0,1.3454723665996355,-166.592,-58659.0,0,0.0,2.617395832834079,"Director, PRESIDENT AND CEO",-20.0,Manufacturing,Chemicals And Allied Products
2024-08-12,SYY,0,4.3389886449823125,-21.025,-278.0,0,1.3454723665996355,0.0,"SVP, Chief Supply Chain Off",-1.0,Wholesale Trade,Wholesale Trade-non-durable Goods
2024-08-12,ELUT,0,0.0,0.0,162500.0,0,4.3389886449823125,1.3454723665996355,"Director, PRESIDENT AND CEO",125.0,Manufacturing,Chemicals And Allied Products
2024-08-12,VMEO,1,1.7934247485471162,250.5,50000.0,0,0.0,4.3389886449823125,Director,22.0,Services,Business Services
2024-08-12,SYY,0,4.3389886449823125,-10.21,-135.0,0,1.7934247485471162,0.0,SVP,-2.0,Wholesale Trade,Wholesale Trade-non-durable Goods
2024-08-12,ISRG,0,5.591098914544516,64.087,240.0,0,4.3389886449823125,1.7934247485471162,EVP & Chief Strategy & Corp Op,4.0,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2024-08-12,SKY,-1,4.422928625994308,-287.861,-3496.0,0,5.591098914544516,4.3389886449823125,Director,-27.0,Manufacturing,"Lumber And Wood Products, Except Furniture"
2024-08-12,SSB,0,4.478812997111569,43.826,503.0,0,4.422928625994308,5.591098914544516,Director,4.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,NVST,1,2.8524391037275145,400.608,24532.0,0,4.478812997111569,4.422928625994308,Chief Financial Officer,inf,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks"
2024-08-12,AOSL,-1,3.6038660797869797,-357.4,-10000.0,0,2.8524391037275145,4.478812997111569,CFO and Corp Secretary,-3.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,SKIN,1,0.7323678937132266,43.686,40450.0,0,3.6038660797869797,2.8524391037275145,"Director, Chairman",0.0,Manufacturing,Chemicals And Allied Products
2024-08-12,FOXF,1,3.685373314784649,194.3,5000.0,0,0.7323678937132266,3.6038660797869797,Director,34.0,Manufacturing,Transportation Equipment
2024-08-12,GT,-1,2.1849270495258133,-607.601,-77009.0,0,3.685373314784649,0.7323678937132266,Sr VP and General Counsel,-100.0,Manufacturing,Rubber And Miscellaneous Plastics Products
2024-08-12,RGLD,-1,4.891551412706824,-132.16,-1000.0,0,2.1849270495258133,3.685373314784649,Director,-10.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,GT,1,2.186051276738094,205.4,26000.0,0,4.891551412706824,2.1849270495258133,Director,inf,Manufacturing,Rubber And Miscellaneous Plastics Products
2024-08-12,AWH,0,0.0,0.0,16593.0,0,2.186051276738094,4.891551412706824,Director,46.0,Manufacturing,Chemicals And Allied Products
2024-08-12,TEAM,-1,4.957023524647607,-1122.019,-7948.0,0,0.0,2.186051276738094,"Director, Co-CEO, Co-Founder, 10% Owner",-3.0,Services,Business Services
2024-08-12,SEZL,0,4.095011006765261,86.257,1461.0,0,4.957023524647607,0.0,SVP FINANCE AND CONTROLLER,9.0,Services,Business Services
2024-08-12,BLBD,-1,3.897112392692392,-911.921,-18896.0,0,4.095011006765261,4.957023524647607,Director,-100.0,Manufacturing,Transportation Equipment
2024-08-12,SEZL,-1,4.782730425680335,-173.026,-1461.0,0,3.897112392692392,4.095011006765261,SVP FINANCE AND CONTROLLER,-8.0,Services,Business Services
2024-08-12,ELUT,0,0.0,0.0,50000.0,0,4.782730425680335,3.897112392692392,CHIEF SCIENTIFIC OFFICER,292.0,Manufacturing,Chemicals And Allied Products
2024-08-12,PRI,-1,5.535561042241028,-757.65,-3000.0,0,0.0,4.782730425680335,"Director, Chief Executive Officer",-6.0,"Finance, Insurance, And Real Estate",Insurance Carriers
2024-08-12,SITM,0,0.0,0.0,18063.0,0,5.535561042241028,0.0,"Director, Chief Executive Officer",4.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,RGTI,-1,0.5988365010887039,-16.4,-20000.0,0,0.0,5.535561042241028,Director,-10.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,ETD,0,3.424588334452731,-5.467,-184.0,0,0.5988365010887039,0.0,"SVP, CFO",-2.0,Manufacturing,Furniture And Fixtures
2024-08-12,HHS,1,2.0693912058263346,29.41,4250.0,0,3.424588334452731,0.5988365010887039,Chief Financial Officer,103.0,Services,Business Services
2024-08-12,CYTK,0,3.1183922862898785,108.05,5000.0,0,2.0693912058263346,3.424588334452731,Director,24.0,Manufacturing,Chemicals And Allied Products
2024-08-12,NSTS,-1,2.403334996094189,-5.332,-530.0,0,3.1183922862898785,2.0693912058263346,Director,-2.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,CWAN,-1,3.159125820462427,-87.719,-3890.0,0,2.403334996094189,3.1183922862898785,Chief Revenue Officer,-45.0,Services,Business Services
2024-08-12,UFCS,1,2.9678470700644555,18.45,1000.0,0,3.159125820462427,2.403334996094189,Director,11.0,"Finance, Insurance, And Real Estate",Insurance Carriers
2024-08-12,CWAN,0,3.159125820462427,-130.136,-5771.0,0,2.9678470700644555,3.159125820462427,Chief Revenue Officer,-40.0,Services,Business Services
2024-08-12,AE,0,0.0,0.0,5086.0,0,3.159125820462427,2.9678470700644555,"President, Phoenix Oil, Inc.",89.0,Wholesale Trade,Wholesale Trade-non-durable Goods
2024-08-12,CDLX,1,1.5238800240724537,35.9,10000.0,0,0.0,3.159125820462427,Director,inf,Services,Business Services
2024-08-12,CYTK,0,2.0373166153791646,76.705,11500.0,0,1.5238800240724537,0.0,"Director, President & CEO",3.0,Manufacturing,Chemicals And Allied Products
2024-08-12,SFBC,-1,3.828641396489095,-41.625,-925.0,0,2.0373166153791646,1.5238800240724537,Director,-8.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,ATKR,-1,4.569232079182462,-47.735,-500.0,0,3.828641396489095,2.0373166153791646,Pres. Safety & Infrastructure,-2.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,GLPI,-1,3.909820581872946,-274.028,-5605.0,0,4.569232079182462,3.828641396489095,Director,-3.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-12,SNA,0,4.981481076665904,4702.425,32500.0,0,3.909820581872946,4.569232079182462,"Director, Chairman, President and CEO",4.0,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2024-08-12,CHCO,1,4.716979861040097,10.861,98.0,0,4.981481076665904,3.909820581872946,Director,6.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,SITM,0,0.0,0.0,7225.0,0,4.716979861040097,4.981481076665904,See Remarks,9.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,SHEN,1,2.7644305345383176,7.435,500.0,0,0.0,4.716979861040097,Director,1.0,Transportation and Utilities,Communications
2024-08-12,REGN,0,0.0,0.0,-900.0,0,2.7644305345383176,0.0,EVP Research and Development,-1.0,Manufacturing,Chemicals And Allied Products
2024-08-12,CHCO,1,4.716979861040097,13.3,120.0,0,0.0,2.7644305345383176,Director,0.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,CRDO,-1,3.3558512798952784,-276.7,-10000.0,0,4.716979861040097,0.0,"Director, Chief Operating Officer",0.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,SITM,0,0.0,0.0,14450.0,0,3.3558512798952784,4.716979861040097,See Remarks,18.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,CDLX,1,1.5216989981260935,143.2,40000.0,0,0.0,3.3558512798952784,Director,inf,Services,Business Services
2024-08-12,VTLE,1,3.6597080768136565,94.625,2500.0,0,1.5216989981260935,0.0,"Director, President & CEO",1.0,Mining,Oil And Gas Extraction
2024-08-12,CHCO,1,4.716979861040097,16.957,153.0,0,3.6597080768136565,1.5216989981260935,Director,0.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,CYTK,-1,4.028916756899646,-276.0,-5000.0,0,4.716979861040097,3.6597080768136565,Director,-20.0,Manufacturing,Chemicals And Allied Products
2024-08-12,IGC,0,0.0,0.0,-200000.0,0,4.028916756899646,4.716979861040097,Director,-16.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-12,CDLX,1,1.501852701754163,48.86,14000.0,0,0.0,4.028916756899646,Director,26.0,Services,Business Services
2024-08-12,KRNY,-1,1.9473377010464987,-37.887,-6304.0,0,1.501852701754163,0.0,EVP and CCO,-4.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,ETD,0,3.424588334452731,-1.991,-67.0,0,1.9473377010464987,1.501852701754163,"SVP, Merchandising",-2.0,Manufacturing,Furniture And Fixtures
2024-08-12,SITM,0,0.0,0.0,14450.0,0,3.424588334452731,1.9473377010464987,See Remarks,18.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,HHS,1,2.0769384114617173,49.858,7143.0,0,0.0,3.424588334452731,Chief Executive Officer,32.0,Services,Business Services
2024-08-12,KBR,0,0.0,0.0,2625.0,0,2.0769384114617173,0.0,Director,inf,Construction,Heavy Construction Other Than Building Construction Contractors
2024-08-12,CWAN,0,1.6094379124341003,38.644,9661.0,0,0.0,2.0769384114617173,Chief Revenue Officer,199.0,Services,Business Services
2024-08-12,SNA,-1,5.606941123206646,-6550.78,-24145.0,0,1.6094379124341003,0.0,"Director, Chairman, President and CEO",-3.0,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2024-08-12,ETD,0,3.424588334452731,-10.398,-350.0,0,5.606941123206646,1.6094379124341003,"EVP, Retail Network & Bus Dev",-3.0,Manufacturing,Furniture And Fixtures
2024-08-12,ARIS,-1,2.7625383863862796,-219.825,-14813.0,0,3.424588334452731,5.606941123206646,Chief Operating Officer,-14.0,Mining,Oil And Gas Extraction
2024-08-12,CYTK,-1,4.028382806544341,-634.455,-11500.0,0,2.7625383863862796,3.424588334452731,"Director, President & CEO",-3.0,Manufacturing,Chemicals And Allied Products
2024-08-12,SITM,0,0.0,0.0,14450.0,0,4.028382806544341,2.7625383863862796,See Remarks,14.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,CHCO,1,4.716979861040097,12.635,114.0,0,0.0,4.028382806544341,Director,3.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,SITM,0,0.0,0.0,7225.0,0,4.716979861040097,0.0,See Remarks,10.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-12,CHCO,1,4.716979861040097,12.856,116.0,0,0.0,4.716979861040097,Director,0.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-12,ARCB,1,4.653293461169819,103.93,1000.0,0,4.716979861040097,0.0,Director,38.0,Transportation and Utilities,Motor Freight Transportation And Warehousing
2024-08-11,WLK,0,0.0,0.0,1136.0,0,4.653293461169819,4.716979861040097,Director,15.0,Manufacturing,Chemicals And Allied Products
2024-08-11,WLK,0,0.0,0.0,1136.0,0,0.0,4.653293461169819,Director,12.0,Manufacturing,Chemicals And Allied Products
2024-08-11,WLK,0,0.0,0.0,1136.0,0,0.0,0.0,Director,6.0,Manufacturing,Chemicals And Allied Products
2024-08-11,WLK,0,0.0,0.0,1136.0,0,0.0,0.0,Director,6.0,Manufacturing,Chemicals And Allied Products
2024-08-11,WLK,0,0.0,0.0,1136.0,0,0.0,0.0,Director,4.0,Manufacturing,Chemicals And Allied Products
2024-08-11,OGN,0,0.0,0.0,11519.0,0,0.0,0.0,Head of R&D & CMO,86252.0,Manufacturing,Chemicals And Allied Products
2024-08-11,WLK,0,0.0,0.0,1136.0,0,0.0,0.0,Director,11.0,Manufacturing,Chemicals And Allied Products
2024-08-11,WLK,0,0.0,0.0,1136.0,0,0.0,0.0,Director,11.0,Manufacturing,Chemicals And Allied Products
2024-08-11,WLK,0,0.0,0.0,1136.0,0,0.0,0.0,Director,86.0,Manufacturing,Chemicals And Allied Products
2024-08-11,WLK,0,0.0,0.0,1136.0,0,0.0,0.0,Director,5.0,Manufacturing,Chemicals And Allied Products
2024-08-11,OGN,0,3.0516399054922867,-80.419,-3991.0,0,0.0,0.0,Head of R&D & CMO,-35.0,Manufacturing,Chemicals And Allied Products
2024-08-11,WEN,0,2.8970163006148333,-1.866,-109.0,0,3.0516399054922867,0.0,Chief Accounting Officer,-2.0,Retail Trade,Eating And Drinking Places
2024-08-11,WEN,0,0.0,0.0,364.0,0,2.8970163006148333,3.0516399054922867,Chief Accounting Officer,5.0,Retail Trade,Eating And Drinking Places
2024-08-11,BW,0,0.7793248768009975,29.5,25000.0,0,0.0,2.8970163006148333,General Counsel & Secretary,12.0,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2024-08-11,TYGO,0,0.8153648132841944,-8.461,-6715.0,0,0.7793248768009975,0.0,Chief Growth Officer,-5.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,TTGT,0,0.0,0.0,5000.0,0,0.8153648132841944,0.7793248768009975,"Director, Executive Chairman",2.0,Services,Business Services
2024-08-11,ENS,0,4.557029810660157,-59.023,-625.9109,0,0.0,0.8153648132841944,"President, Specialty Global",-3.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-11,ENS,0,4.557029810660157,-44.219,-468.917,0,4.557029810660157,0.0,"Pres., Motive Power Global",-3.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-11,ENS,0,4.557029810660157,-674.553,-7153.265,0,4.557029810660157,4.557029810660157,President & CEO,-3.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-11,ENS,0,4.557029810660157,-116.257,-1232.844,0,4.557029810660157,4.557029810660157,"Pres, Energy Systems Global",-3.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-11,ENS,0,4.557029810660157,-157.288,-1667.9584,0,4.557029810660157,4.557029810660157,EVP & Chief Financial Officer,-5.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-11,AGIO,0,0.0,0.0,2302.0,0,4.557029810660157,4.557029810660157,Director,40.0,Manufacturing,Chemicals And Allied Products
2024-08-11,AGIO,0,0.0,0.0,2302.0,0,0.0,4.557029810660157,Director,40.0,Manufacturing,Chemicals And Allied Products
2024-08-11,ENS,0,4.557029810660157,-115.648,-1226.3835,0,0.0,0.0,Sr. VP & CTO,-4.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-11,WEN,0,0.0,0.0,548.0,0,4.557029810660157,0.0,Chief Information Officer,20.0,Retail Trade,Eating And Drinking Places
2024-08-11,MKFG,0,0.2151113796169455,-3.819,-15912.0,0,0.0,4.557029810660157,"Director, Chief Executive Officer",0.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-11,MKFG,0,0.2151113796169455,-0.291,-1212.0,0,0.2151113796169455,0.0,Chief Financial Officer,0.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-11,CMTL,0,1.4279160358107101,-6.213,-1960.0,0,0.2151113796169455,0.2151113796169455,Chief Legal Officer,-7.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,WEN,0,2.8970163006148333,-2.739,-160.0,0,1.4279160358107101,0.2151113796169455,Chief Information Officer,-5.0,Retail Trade,Eating And Drinking Places
2024-08-11,TTGT,0,0.0,0.0,15000.0,0,2.8970163006148333,1.4279160358107101,"Director, Chief Executive Officer",6.0,Services,Business Services
2024-08-11,TTGT,0,0.0,0.0,4000.0,0,0.0,2.8970163006148333,Executive Director,3.0,Services,Business Services
2024-08-11,TTGT,0,0.0,0.0,5500.0,0,0.0,0.0,Chief FInancial Officer,12.0,Services,Business Services
2024-08-11,PH,0,6.347056404720419,-511.12,-897.0,0,0.0,0.0,VP & Chief Digital & Info Off.,-13.0,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2024-08-11,NRBO,0,1.5260563034950492,-41.281,-11467.0,0,6.347056404720419,0.0,"Director, CEO & President",-15.0,Manufacturing,Chemicals And Allied Products
2024-08-11,BW,0,0.7793248768009975,-13.378,-11337.0,0,1.5260563034950492,6.347056404720419,General Counsel & Secretary,-5.0,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2024-08-11,BW,0,0.7793248768009975,-11.937,-10116.0,0,0.7793248768009975,1.5260563034950492,Chief Financial Officer,-1.0,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2024-08-11,BW,0,0.7793248768009975,39.334,33334.0,0,0.7793248768009975,0.7793248768009975,Chief Financial Officer,5.0,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2024-08-11,CMTL,0,0.0,0.0,5883.0,0,0.7793248768009975,0.7793248768009975,Chief Legal Officer,28.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,TYGO,0,0.8153648132841944,-11.0,-8730.0,0,0.0,0.7793248768009975,Chief Operating Officer,-13.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,CMTL,0,0.0,0.0,1961.0,0,0.8153648132841944,0.0,Exec VP Treasurer & Asst Sec.,4.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,CMTL,0,1.4279160358107101,-2.241,-707.0,0,0.0,0.8153648132841944,Exec VP Treasurer & Asst Sec.,-1.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,CMTL,0,0.0,0.0,9997.0,0,1.4279160358107101,0.0,Chief Operating Officer,23.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,WEN,0,2.8970163006148333,-33.418,-1952.0,0,0.0,1.4279160358107101,Chief Financial Officer,-1.0,Retail Trade,Eating And Drinking Places
2024-08-11,WEN,0,0.0,0.0,4529.0,0,2.8970163006148333,0.0,Chief Financial Officer,3.0,Retail Trade,Eating And Drinking Places
2024-08-11,CMTL,0,1.4279160358107101,-13.818,-4359.0,0,0.0,2.8970163006148333,Chief Operating Officer,-8.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,TYGO,0,0.8153648132841944,-14.806,-11751.0,0,1.4279160358107101,0.0,Chief Financial Officer,-11.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,RBA,0,4.373112017284307,-179.519,-2293.0,0,0.8153648132841944,1.4279160358107101,Chief Legal Officer,-9.0,Services,Business Services
2024-08-11,TYGO,0,0.8153648132841944,-33.841,-26858.0,0,4.373112017284307,0.8153648132841944,"Director, Chief Executive Officer, 10% Owner",0.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
